taxon,family,genus,species,transect,type,volume.m3,total.length.mm,Habitat,Habitat.verbose
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,5,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,3,NA,NA
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Seriola sp.,Carangidae,Seriola,sp.,97,Inside,3002.8,8,CoralReef,Reef-associated
Plectroglyphidodon sp.,Pomacentridae,Plectroglyphidodon,sp.,97,Inside,3002.8,16,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,11,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Unknown,Unknown,Unknown,,97,Inside,3002.8,2,NA,NA
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,97,Inside,3002.8,9,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,10,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,8,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,4,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,22,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,28,Epipelagic,Epipelagic-neritic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon spilonotopterus,Exocoetidae,Cheilopogon,spilonotopterus,97,Inside,3002.8,22,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,11,Deep-water,Mesopelagic
Unk.Monacanthid,Monacanthidae,Unk.Monacanthid,,97,Inside,3002.8,58,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,8,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,34,Epipelagic,Epipelagic-neritic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,15,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,49,Epipelagic,Epipelagic-neritic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,34,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,9,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,6,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,9,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Scomberoides lysan,Carangidae,Scomberoides,lysan,97,Inside,3002.8,7,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,97,Inside,3002.8,7,Epipelagic,Epipelagic-neritic
Bolinichthys sp.,Myctophidae,Bolinichthys,sp.,97,Inside,3002.8,13,Deep-water,Mesopelagic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,10,CoralReef,Reef-associated
Coryphaena equiselis,Coryphaenidae,Coryphaena,equiselis,97,Inside,3002.8,23,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,39,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Cypselurus simus,Exocoetidae,Cypselurus,simus,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,97,Inside,3002.8,15,CoralReef,Reef-associated
Unk.Myctophid,Myctophidae,Unk.Myctophid,,97,Inside,3002.8,10,Deep-water,Mesopelagic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,9,CoralReef,Reef-associated
Unk.Exocoetid,Exocoetidae,Unk.Exocoetid,,97,Inside,3002.8,6,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,13,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,43,Epipelagic,Epipelagic-neritic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,35,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,97,Inside,3002.8,6,Epipelagic,Epipelagic-neritic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Unk.Istiophorid,Istiophoridae,Unk.Istiophorid,,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,7,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,8,NA,NA
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,7,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,14,CoralReef,Reef-associated
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,97,Inside,3002.8,29,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,10,Deep-water,Mesopelagic
Unk.Myctophid,Myctophidae,Unk.Myctophid,,97,Inside,3002.8,47,Deep-water,Mesopelagic
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Prognichthys sealei,Exocoetidae,Prognichthys,sealei,97,Inside,3002.8,26,Epipelagic,Epipelagic-oceanic
Bathymicrops sp.,Ipnopidae,Bathymicrops,sp.,97,Inside,3002.8,9,Deep-water,Bathydemersal
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,38,Epipelagic,Epipelagic-neritic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,20,Epipelagic,Epipelagic-oceanic
Bathytyphlops marionae,Ipnopidae,Bathytyphlops,marionae,97,Inside,3002.8,12,Deep-water,Bathydemersal
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,28,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Antennarius sp.,Antennariidae,Antennarius,sp.,97,Inside,3002.8,17,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,13,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,37,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,3,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,9,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,15,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,22,Epipelagic,Epipelagic-oceanic
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,18,Epipelagic,Epipelagic-neritic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,33,Epipelagic,Epipelagic-neritic
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,3,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,7,NA,NA
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Unk.Echineid,Echineidae,Unk.Echineid,,97,Inside,3002.8,28,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,2,CoralReef,Reef-associated
Atherinomorus insularum,Atherinidae,Atherinomorus,insularum,97,Inside,3002.8,10,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,18,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,6,Deep-water,Mesopelagic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,29,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,15,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,9,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,21,Epipelagic,Epipelagic-neritic
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,5,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,15,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,13,Deep-water,Mesopelagic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,13,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,97,Inside,3002.8,9,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,3,NA,NA
Unknown,Unknown,Unknown,,97,Inside,3002.8,2,NA,NA
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,17,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,12,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,22,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,3,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,3,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,8,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,22,Epipelagic,Epipelagic-neritic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,19,Epipelagic,Epipelagic-neritic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,2,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,17,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,3,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,9,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,4,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,3,NA,NA
Unknown,Unknown,Unknown,,97,Inside,3002.8,7,NA,NA
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Unk.Exocoetid,Exocoetidae,Unk.Exocoetid,,97,Inside,3002.8,6,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,11,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,10,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Xiphias gladius,Xiphiidae,Xiphias,gladius,97,Inside,3002.8,18,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,24,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,9,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,15,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,34,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,10,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
